534	13
535	15
536	18
537	11
538	20
539	11
540	20
541	10
542	10
543	7
544	18
545	9
546	14
547	18
548	19
549	13
550	9
551	13
552	12
553	15
554	10
555	16
556	17
557	15
558	15
559	19
560	9
561	12
562	10
563	18
564	15
565	15
566	16
567	10
568	22
569	13
570	14
571	12
572	15
573	9
574	10
575	13
576	16
577	16
578	11
579	12
580	14
581	12
582	20
583	18
584	6
585	10
586	10
587	20
588	10
589	7
590	13
591	14
592	13
593	16
594	12
595	12
596	15
597	10
598	10
599	5
600	11
601	4
602	10
603	15
604	15
605	12
606	15
607	11
608	17
609	14
610	7
611	10
612	8
613	16
614	5
615	11
616	8
617	10
618	9
619	9
620	10
621	6
622	6
623	5
624	14
625	7
626	8
627	10
628	3
629	1
630	7
631	9
632	9
633	8
634	12
635	8
636	8
637	5
638	12
639	7
640	8
641	7
642	8
643	6
644	7
645	4
646	5
647	4
648	7
649	5
650	4
651	3
652	4
653	3
654	7
655	3
656	3
657	6
658	4
659	4
660	5
661	5
662	1
663	4
664	3
665	5
666	1
667	2
668	4
669	2
670	3
671	6
672	1
673	4
674	3
675	4
676	2
677	7
678	2
679	3
680	4
681	4
682	3
683	2
684	4
685	2
686	4
687	1
688	3
689	2
690	0
691	0
692	5
693	2
694	1
695	5
696	0
697	3
698	3
699	2
700	3
701	4
702	1
703	2
704	1
705	5
706	0
707	0
708	1
709	1
710	0
711	3
712	0
713	2
714	1
715	0
716	0
717	2
718	11
719	3
720	11
721	4
722	4
723	6
724	4
725	1
726	3
727	4
728	1
729	3
730	0
731	1
732	0
733	1
734	1
735	2
736	1
737	1
738	1
739	1
740	2
741	5
742	2
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
