0	0
1	0
2	0
3	0
4	0
5	76
6	609
7	361
8	91
9	14
10	1
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	1
116	2
117	0
118	1
119	1
120	1
121	1
122	2
123	0
124	0
125	0
126	1
127	0
128	0
129	0
130	0
131	1
132	2
133	2
134	2
135	3
136	4
137	1
138	0
139	1
140	3
141	1
142	2
143	1
144	0
145	2
146	1
147	3
148	5
149	3
150	2
151	2
152	4
153	3
154	1
155	1
156	1
157	3
158	1
159	4
160	2
161	5
162	3
163	3
164	5
165	4
166	4
167	4
168	6
169	3
170	10
171	5
172	5
173	6
174	6
175	6
176	10
177	5
178	10
179	5
180	11
181	4
182	10
183	6
184	5
185	11
186	11
187	10
188	14
189	8
190	8
191	8
192	11
193	9
194	15
195	11
196	12
197	15
198	18
199	14
200	17
201	16
202	19
203	15
204	23
205	15
206	16
207	24
208	13
209	10
210	19
211	17
212	17
213	30
214	19
215	20
216	26
217	29
218	29
219	26
220	29
221	27
222	35
223	30
224	30
225	32
226	35
227	25
228	33
229	29
230	38
231	28
232	37
233	34
234	43
235	31
236	32
237	43
238	46
239	38
240	40
241	47
242	46
243	35
244	29
245	45
246	28
247	39
248	56
249	43
250	48
251	39
252	37
253	45
254	49
255	50
256	53
257	46
258	53
259	53
260	45
261	37
262	47
263	49
264	34
265	54
266	48
267	49
268	45
269	54
270	41
271	53
272	33
273	55
274	57
275	54
276	45
277	49
278	32
279	44
280	59
281	36
282	55
283	53
284	59
285	48
286	52
287	62
288	47
289	51
290	59
291	45
292	56
293	64
294	59
295	44
296	54
297	53
298	46
299	52
300	53
301	62
302	50
303	52
304	50
305	61
306	41
307	46
308	71
309	53
310	51
311	52
312	56
313	48
314	49
315	53
316	63
317	55
318	51
319	59
320	56
321	39
322	48
323	52
324	49
325	39
326	53
327	45
328	38
329	54
330	33
331	62
332	57
333	39
334	62
335	52
336	44
337	50
338	51
339	52
340	39
341	53
342	40
343	56
344	56
345	52
346	51
347	53
348	52
349	50
350	42
351	46
352	45
353	38
354	51
355	48
356	53
357	37
358	39
359	42
360	47
361	45
362	44
363	43
364	39
365	54
366	36
367	29
368	44
369	44
370	29
371	34
372	51
373	33
374	35
375	37
376	28
377	37
378	34
379	37
380	34
381	27
382	33
383	33
384	34
385	28
386	35
387	32
388	44
389	35
390	46
391	32
392	38
393	34
394	33
395	45
396	38
397	26
398	43
399	40
400	37
401	29
402	36
403	31
404	28
405	47
406	26
407	41
408	36
409	21
410	28
411	25
412	17
413	33
414	23
415	22
416	34
417	36
418	29
419	35
420	26
421	31
422	23
423	20
424	32
425	27
426	27
427	31
428	24
429	21
430	23
431	22
432	29
433	25
434	27
435	26
436	22
437	23
438	28
439	21
440	31
441	23
442	17
443	20
444	19
445	17
446	15
447	23
448	21
449	19
450	17
451	25
452	21
453	14
454	18
455	25
456	10
457	17
458	17
459	23
460	16
461	19
462	18
463	24
464	25
465	20
466	18
467	19
468	22
469	24
470	17
471	17
472	21
473	17
474	20
475	14
476	19
477	26
478	20
479	21
480	15
481	13
482	20
483	26
484	17
485	21
486	15
487	17
488	19
489	9
490	24
491	19
492	13
493	21
494	16
495	12
496	20
497	25
498	18
499	18
500	23
501	15
502	11
503	23
504	21
505	11
506	24
507	14
508	8
509	18
510	8
511	14
512	15
513	11
514	13
515	14
516	22
517	16
518	17
519	21
520	23
521	20
522	15
523	19
524	11
525	16
526	12
527	12
528	14
529	8
530	14
531	13
532	16
533	11
